bathrooms,bedrooms,beds,city,currency,id,is_business_travel_ready,is_fully_refundable,is_host_highly_rated,is_new_listing,is_rebookable,is_superhost,latitude,longitude,name,person_capacity,picture_count,price,price_with_service_fee,property_type_id,rate_type,reviews_count,room_and_property_type,room_type,room_type_category,space_type,tier_id,user_id
1.5,0,4,Amsterdam,EUR,9484613,false,true,true,false,false,false,52.37178058260423,4.881131963190209,Giant - Canal Loft,4,8,10,10,35,nightly,13,Geheel loft,Gehele woning/appartement,entire_home,Geheel loft,0,48703385
1,1,1,Rotterdam,EUR,12903729,false,true,true,false,false,true,51.90642891579577,4.458923370971048,Private room with lock +2 bikes,2,20,9,9,1,nightly,115,Privékamer in appartement,Privékamer,private_room,Privékamer,0,58881728
1,1,1,Papendrecht,EUR,28662960,false,true,false,true,false,false,51.82558395506882,4.680559029963806,Papendrecht Stadswoning,1,12,10,10,36,nightly,0,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,160398159
1,1,1,Goirle,EUR,22976864,false,true,false,false,false,false,51.519895837543416,5.053063861724393,Room double comfy bed in semi-detached house,2,20,10,10,2,nightly,4,Privékamer in woning,Privékamer,private_room,Privékamer,0,170321960
1,0,1,Goirle,EUR,23704914,false,true,false,false,false,false,51.51936402326445,5.050804287810077,cosy room in semi-detached house,1,19,10,10,2,nightly,1,Privékamer in woning,Privékamer,private_room,Privékamer,0,170321960
1,1,1,Uithoorn,EUR,28602931,false,true,false,true,false,false,52.24865871564656,4.834865175240809,Peacefull and cheap.,1,7,9,9,1,nightly,2,Privékamer in appartement,Privékamer,private_room,Privékamer,0,215868467
1,1,1,Goirle,EUR,23709382,false,true,false,false,false,false,51.51962268047647,5.051926260206546,Big room two single beds in semi-detached house,1,18,10,10,2,nightly,1,Privékamer in woning,Privékamer,private_room,Privékamer,0,170321960
1,2,2,Den Haag,EUR,16960295,false,true,false,false,false,false,52.061826694437976,4.328825718860581,Beautiful apartment in The Hague,4,14,10,10,1,nightly,23,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,113403464
1,1,1,Goirle,EUR,25793401,false,true,false,false,false,false,51.5206883991561,5.051282885762818,Room with nice light and big window,1,8,10,10,2,nightly,1,Privékamer in woning,Privékamer,private_room,Privékamer,0,170321960
1,1,1,Goirle,EUR,25989229,false,true,false,false,false,false,51.52127192878798,5.050446107826227,Atticroom,1,23,10,10,2,nightly,0,Privékamer in woning,Privékamer,private_room,Privékamer,0,170321960
1,1,2,Den Haag,EUR,26886961,false,true,false,false,false,false,52.05514184753074,4.252742595282733,Colorful energy bed and breakfast L’e Dennise,4,10,10,10,1,nightly,14,Privékamer in appartement,Privékamer,private_room,Privékamer,0,202219941
1,0,1,South Holland,EUR,27332350,false,true,false,false,false,false,52.106403335044746,4.0575909466863695,Test,1,1,9,9,65,nightly,0,Privékamer in resort,Privékamer,private_room,Privékamer,0,205957443
1,1,1,Amsterdam,EUR,26401986,false,true,true,false,false,false,52.35399841508063,4.903125095079068,"Luxury, central, stylish & quiet home w/ garden!",2,14,9,9,1,nightly,0,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,31091163
1,1,2,Rotterdam,EUR,25023739,false,true,true,false,false,true,51.89072392206547,4.4941837347896465,Room in nice apartment,2,13,16,16,1,nightly,45,Privékamer in appartement,Privékamer,private_room,Privékamer,0,141990835
1,1,1,Rotterdam,EUR,14737991,false,true,true,false,false,false,51.91597779268143,4.446831278656601,Extra small room in nice location,1,10,18,18,2,nightly,40,Privékamer in woning,Privékamer,private_room,Privékamer,0,26288649
1,1,1,Rotterdam,EUR,28752939,false,true,false,true,false,false,51.8757938200945,4.4837167554442665,Centraal gelegen gezellig appartment in Rotterdam,2,19,12,12,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,59338225
1.5,1,2,Leiderdorp,EUR,15369393,false,true,true,false,false,true,52.168383847538145,4.531556098855073,Private Single Room (Free Parking + WiFi),2,4,15,15,2,nightly,50,Privékamer in woning,Privékamer,private_room,Privékamer,0,74586972
1,1,3,Capelle aan den IJssel,EUR,14863832,false,true,false,false,false,false,51.92819670153823,4.575898056619748,Nice room for 3 persons,3,7,19,19,1,nightly,86,Privékamer in appartement,Privékamer,private_room,Privékamer,0,93104293
1,1,2,Den Haag,EUR,2951810,false,true,false,false,false,false,52.0847753503039,4.341451435436885,☆StudentHouse:5 min. Tram to Centr!,2,21,17,17,2,nightly,98,Gedeelde kamer in woning,Gedeelde Kamer,shared_room,Gedeelde Kamer,0,15069195
1.5,1,2,Leiderdorp,EUR,13255879,false,true,true,false,false,true,52.16942967996808,4.531927356394618,Room in Comfortable House (Free Parking * WiFi),3,6,19,19,2,nightly,64,Privékamer in woning,Privékamer,private_room,Privékamer,0,74586972
1,1,1,Den Haag,EUR,24355373,false,true,true,false,false,false,52.057372309075056,4.296760071870286,Single Room,1,7,20,20,1,nightly,31,Privékamer in appartement,Privékamer,private_room,Privékamer,0,19740940
1,1,1,Rotterdam,EUR,26127342,false,true,true,false,false,false,51.954051734109456,4.544601039217208,Cozy single bed room at Rotterdam Alexander,1,11,18,18,2,nightly,15,Privékamer in woning,Privékamer,private_room,Privékamer,0,143487737
1,0,1,Zoetermeer,EUR,23653080,false,true,true,false,false,false,52.0405205481836,4.485222142048106,"Home away from home but, home.",2,2,20,20,2,nightly,4,Privékamer in woning,Privékamer,private_room,Privékamer,0,95524134
1,1,1,Delft,EUR,26993147,false,true,false,false,false,false,51.99655208524061,4.338849975487282,A single bedroom in a big Delft-view- Apartment,1,5,19,19,1,nightly,2,Privékamer in appartement,Privékamer,private_room,Privékamer,0,979902
1,1,1,Delft,EUR,26942023,false,true,false,false,false,false,51.99468903629149,4.354228112259423,Delft Apartment,1,1,20,20,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,202716292
1,1,1,Rotterdam,EUR,8897120,false,true,false,false,false,false,51.95476087233389,4.53792222343403,Kleine kamer tweepersoonsbed,2,33,20,20,2,nightly,28,Privékamer in woning,Privékamer,private_room,Privékamer,0,34002242
1,1,1,Leiden,EUR,28684554,false,true,false,true,false,false,52.17946826023013,4.516481803011877,Room with bathroom in Leiden family home,3,8,20,20,36,nightly,0,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,64713517
1,1,4,Rijnsaterwoude,EUR,14668617,false,true,false,false,false,false,52.19628068998412,4.670906493647057,low-budget beds,4,1,20,20,3,nightly,87,Privékamer in bed & breakfast,Privékamer,private_room,Privékamer,0,90690811
3.5,1,1,Bergschenhoek,EUR,13590298,false,true,true,false,false,false,51.99659141971808,4.507097182793718,Spacious Room in Large Home in Bergschenhoek,2,12,19,19,2,nightly,4,Privékamer in woning,Privékamer,private_room,Privékamer,0,5075982
1,1,2,Rotterdam,EUR,22501376,false,true,true,false,false,true,51.96394901809001,4.55571188277324,"comfortable,cheap room for backpackersnear subway",2,7,19,19,36,nightly,37,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,163547348
1,1,1,Rotterdam,EUR,25152770,false,true,false,false,false,false,51.92197788318842,4.490724457915737,"Cozy, private room in Rotterdam city center",1,6,17,17,1,nightly,1,Privékamer in appartement,Privékamer,private_room,Privékamer,0,59207668
2,1,1,Rotterdam,EUR,11175914,false,true,true,false,false,false,51.93364120991438,4.46440994264616,Bike included with room to easier your stay.,1,12,26,26,36,nightly,297,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,58160111
0.5,1,1,Rotterdam,EUR,5352976,false,true,true,false,false,false,51.92446427339446,4.48744556724724,Room for rent in nice location,2,5,28,28,1,nightly,45,Privékamer in appartement,Privékamer,private_room,Privékamer,0,26288649
1,1,1,Vlaardingen,EUR,2169229,false,true,true,false,false,true,51.91533576251346,4.364148594830473,Enjoy my house near Rotterdam :-),2,27,25,25,2,nightly,117,Privékamer in woning,Privékamer,private_room,Privékamer,0,10903827
1,1,1,Rotterdam,EUR,4014320,false,true,false,false,false,false,51.9291861458553,4.463719353734148,Warm haven in multi cultural and arty harbor city,1,10,26,26,1,nightly,68,Privékamer in appartement,Privékamer,private_room,Privékamer,0,20517910
1,1,1,Rotterdam,EUR,23338982,false,true,true,false,false,false,51.930374525250116,4.467155533524204,Cozy single person's room near central station,1,9,25,25,1,nightly,76,Privékamer in appartement,Privékamer,private_room,Privékamer,0,77216029
1,1,2,Den Haag,EUR,12800986,false,true,false,false,false,false,52.078485369015596,4.2719028505011485,"Cheap double room ,fully equipped!!",3,3,23,23,1,nightly,220,Privékamer in appartement,Privékamer,private_room,Privékamer,0,69745734
1,1,1,Rotterdam,EUR,10466210,false,true,true,false,false,true,51.91669037541995,4.441737269014307,Rustige zonnige comfortabele kamer.,1,6,27,27,1,nightly,117,Privékamer in appartement,Privékamer,private_room,Privékamer,0,33589193
1,1,1,Den Haag,EUR,19409461,false,true,false,false,false,false,52.07699685377625,4.272619520568066,"Cheap large room, fully equipped!!",2,3,22,22,1,nightly,149,Privékamer in appartement,Privékamer,private_room,Privékamer,0,69745734
1.5,1,2,Rotterdam,EUR,24256045,false,true,true,false,false,false,51.908922672141685,4.519560482261506,Rotterdam apartment,2,13,30,30,1,nightly,3,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,73194528
1,1,1,Rotterdam,EUR,9846500,false,true,false,false,false,false,51.892030939952164,4.48553461609234,Private Room 15 min Away from Rotterdam Centre,2,7,30,30,1,nightly,117,Privékamer in appartement,Privékamer,private_room,Privékamer,0,18903641
3,1,8,Rotterdam,EUR,1439548,false,true,true,false,false,false,51.9225927911351,4.464543275037421,3Hostel Rotterdam,8,15,24,24,45,nightly,109,Gedeelde kamer in hostel,Gedeelde Kamer,shared_room,Gedeelde Kamer,0,7718807
1.5,1,1,Rotterdam,EUR,22320539,false,true,false,false,false,false,51.899366388675276,4.504934022016788,Calm spot near booming city center of Rotterdam!,2,7,26,26,1,nightly,45,Privékamer in appartement,Privékamer,private_room,Privékamer,0,74928409
1,1,1,Delft,EUR,8836721,false,true,true,false,false,true,52.014095,4.343174,Private room with double bed,2,32,22,22,1,nightly,93,Privékamer in appartement,Privékamer,private_room,Privékamer,0,23555653
1,1,1,Rotterdam,EUR,25066487,false,true,false,false,false,false,51.9180590350165,4.458059479998532,Apartment with kitchen and garden,2,9,25,25,1,nightly,3,Privékamer in appartement,Privékamer,private_room,Privékamer,0,189499586
1,1,1,Rotterdam,EUR,21009860,false,true,false,false,false,false,51.89169762758026,4.485602067465114,Private Room 15 min Away from Rotterdam Centre,2,7,30,30,1,nightly,60,Privékamer in appartement,Privékamer,private_room,Privékamer,0,18903641
1,1,1,Rotterdam,EUR,20287927,false,true,true,false,false,false,51.93266383271472,4.464650297271151,"Private, cosy room +bike",1,7,26,26,45,nightly,52,Privékamer in hostel,Privékamer,private_room,Privékamer,0,58160111
1,1,1,The Hague,EUR,4234117,false,true,true,false,false,false,52.032972513512675,4.286071047509828,The Perfect Choice (1P + FP + wifi),1,4,24,24,1,nightly,119,Privékamer in appartement,Privékamer,private_room,Privékamer,0,21528575
1.5,1,2,The Hague,EUR,492615,false,true,false,false,false,false,52.07160147644266,4.296819903515027,Cute Room in  Den Haag Centrum,2,7,30,30,1,nightly,204,Privékamer in appartement,Privékamer,private_room,Privékamer,0,1003354
1,1,1,Den Haag,EUR,25725821,false,true,true,false,false,false,52.063240463060424,4.323952107109358,"Big room The Hague (Den Haag/’s-Gravenhage), NL",1,6,24,24,1,nightly,15,Privékamer in appartement,Privékamer,private_room,Privékamer,0,59518657
1,2,1,Rotterdam,EUR,24512163,false,true,false,false,false,false,51.92547481017276,4.490928371234592,Room near Oostplein,1,22,22,22,1,nightly,2,Privékamer in appartement,Privékamer,private_room,Privékamer,0,43338229
1,1,1,Rotterdam,EUR,14370432,false,true,false,false,false,false,51.92563483438153,4.4913194986579486,"Spacious, bright, near Erasmus Uni and City Center",1,11,25,25,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,42137594
1,1,1,Delft,EUR,25651895,false,true,true,false,false,false,51.99459975818612,4.357486995426782,Cozy room & balcony in Delft (incl. Breakfast),2,7,29,29,1,nightly,18,Privékamer in appartement,Privékamer,private_room,Privékamer,0,47249971
1,1,1,Rotterdam,EUR,11040613,false,true,false,false,false,false,51.928215949504484,4.544523158472204,Sfeervolle prive kamer voor alleengaanden,1,11,23,23,1,nightly,36,Privékamer in appartement,Privékamer,private_room,Privékamer,0,57174082
1.5,1,1,Den Haag,EUR,26127234,false,true,true,false,false,false,52.073124,4.305398,Beautiful Room a street down from the Center,2,4,24,24,2,nightly,6,Privékamer in woning,Privékamer,private_room,Privékamer,0,23869437
1,1,1,Poortugaal,EUR,13862799,false,true,true,false,false,true,51.85285755467902,4.400539673222263,"rustig dorp, net buiten Rotterdam",2,7,27,27,2,nightly,95,Privékamer in woning,Privékamer,private_room,Privékamer,0,81930164
1,1,1,Delft,EUR,23787977,false,true,true,false,false,true,51.9950869183188,4.356987760722651,Private room in Delft with a great view,1,15,26,26,1,nightly,52,Privékamer in appartement,Privékamer,private_room,Privékamer,0,178492147
1,1,3,Rotterdam,EUR,22460560,false,true,true,false,false,true,51.96606751104221,4.554732588762976,"Family's stay三/五人间free parking适合一家人最多五人入住,max 5",5,19,25,25,36,nightly,42,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,163547348
1,1,1,Nootdorp,EUR,8042326,false,true,false,false,false,false,52.038295311594446,4.398264483210164,Kleine kamer in huis met tuin.,2,8,24,24,36,nightly,51,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,39781902
1,1,1,Delft,EUR,16320500,false,true,true,false,false,false,52.01262592677376,4.3714559648710924,Nice room near the TU and the citycentre of Delft,1,9,29,29,36,nightly,81,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,21862101
1,1,1,Den Haag,EUR,27972088,false,true,false,true,false,false,52.06881452422566,4.302787009961775,It's 1 Breezy Private Room in our The Hague,4,17,23,23,2,nightly,0,Privékamer in woning,Privékamer,private_room,Privékamer,0,211273215
1,1,1,Den Haag,EUR,20657535,false,true,true,false,false,true,52.06340228767724,4.3274885529552725,The Hague - Lorenzplein - garden-view bedroom,1,6,30,30,37,nightly,45,Privékamer in condo,Privékamer,private_room,Privékamer,0,55107058
1,1,1,Schiedam,EUR,24032702,false,true,true,false,false,true,51.920325145850434,4.399309727534225,"Schiedam, uitzicht op molens",2,9,30,30,36,nightly,24,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,50431616
1,1,1,Den Haag,EUR,23373076,false,true,true,false,false,true,52.02092816708203,4.2974414617350005,Njoy (free P and Wifi),1,5,26,26,1,nightly,34,Privékamer in appartement,Privékamer,private_room,Privékamer,0,29786712
1,1,1,Rotterdam,EUR,26100644,false,true,true,false,false,false,51.95551428222487,4.544572697710122,Cozy double bed room at Rotterdam Alexander,2,11,25,25,2,nightly,14,Privékamer in woning,Privékamer,private_room,Privékamer,0,143487737
1,1,1,Voorschoten,EUR,19886554,false,true,true,false,false,false,52.12287432340531,4.434324518496432,Comfortable private room with private bathroom,2,17,30,30,2,nightly,31,Privékamer in woning,Privékamer,private_room,Privékamer,0,30334231
1,1,1,Delft,EUR,9370363,false,true,false,false,false,false,52.021941146347736,4.35654596672413,Private room in high building 1,1,3,25,25,1,nightly,5,Privékamer in appartement,Privékamer,private_room,Privékamer,0,979902
1,1,1,Rotterdam,EUR,26764879,false,true,false,false,false,false,51.91890407558316,4.421960817748638,Sunny Room in green Rotterdam area,2,16,25,25,1,nightly,1,Privékamer in appartement,Privékamer,private_room,Privékamer,0,201050239
1,1,2,Hellevoetsluis,EUR,1358314,false,true,true,false,false,true,51.82686015438935,4.146381059049054,Guesthouse Holland: kamer te huur!,2,7,30,30,2,nightly,150,Privékamer in woning,Privékamer,private_room,Privékamer,0,7373016
1,1,1,Delft,EUR,28512297,false,true,true,false,false,false,52.01402908702949,4.3654258091590386,Spending the night close to historical centerDelft,2,7,26,26,36,nightly,4,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,215197236
1,1,1,Den Haag,EUR,20656888,false,true,true,false,false,true,52.063437038876955,4.327461925679417,The Hague -Lorenzplein - front room,1,5,30,30,37,nightly,43,Privékamer in condo,Privékamer,private_room,Privékamer,0,55107058
1,1,1,Delft,EUR,17535455,false,true,true,false,false,true,52.00550784100649,4.374868350147503,Nice private room near TU,1,7,29,29,2,nightly,66,Privékamer in woning,Privékamer,private_room,Privékamer,0,118938799
1,1,1,The Hague,EUR,1180285,false,true,false,false,false,false,52.062995496388915,4.274249560679686,Apartment in nicest area The Hague,1,10,30,30,1,nightly,7,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,6194181
1,1,1,Rotterdam,EUR,23668141,false,true,true,false,false,false,51.92461853315515,4.489271922073778,Cozy and quiet room in the central Rotterdam,1,6,26,26,1,nightly,27,Privékamer in appartement,Privékamer,private_room,Privékamer,0,114806184
1,1,1,Den Haag,EUR,19185272,false,true,false,false,false,false,52.06208861414192,4.326621101560507,Cozy private room in shared apartments,3,5,23,23,1,nightly,24,Privékamer in appartement,Privékamer,private_room,Privékamer,0,4615571
1,1,2,Woerden,EUR,25883022,false,true,true,false,false,false,52.083961871341444,4.894013327319638,Near Amsterdam (Woerden),2,19,28,28,2,nightly,13,Privékamer in woning,Privékamer,private_room,Privékamer,0,194480212
1,1,1,Den Haag,EUR,15879420,false,true,true,false,false,false,52.084732,4.332648,FURNISHED BIG ROOM NEAR TOWN CENTRE,1,4,23,23,2,nightly,42,Privékamer in woning,Privékamer,private_room,Privékamer,0,7368483
1,1,1,Rotterdam,EUR,27431036,false,true,true,false,false,false,51.917115716299854,4.446351453082659,Beautiful room in nice location,1,4,25,25,2,nightly,3,Privékamer in woning,Privékamer,private_room,Privékamer,0,26288649
1.5,1,1,Den Haag,EUR,14941352,false,true,true,false,false,false,52.074909363396856,4.2705494278701694,"Single room in quiet, friendly  neighbourhood",1,9,26,26,1,nightly,28,Privékamer in appartement,Privékamer,private_room,Privékamer,0,24195273
0.5,1,1,Rijswijk,EUR,17585657,false,true,false,false,false,false,52.05147495737196,4.338987372376411,Lovely Small Room with double bed for max 2 guests,2,15,29,29,1,nightly,61,Privékamer in appartement,Privékamer,private_room,Privékamer,0,105238479
1,1,1,Delft,EUR,28043477,false,true,true,false,false,false,52.01440482350481,4.343882033213964,Delft sunny room for 1 person,1,4,25,25,2,nightly,4,Privékamer in woning,Privékamer,private_room,Privékamer,0,27058684
1.5,1,1,Rotterdam,EUR,22744142,false,true,true,false,false,false,51.89210700071832,4.488586193299737,Lovely room in Rotterdam South,2,7,23,23,1,nightly,19,Privékamer in appartement,Privékamer,private_room,Privékamer,0,161100544
0.5,1,2,Den Haag,EUR,11223993,false,true,false,false,false,false,52.10803114394759,4.28028398060815,Bright room possible with 2 separate beds,2,11,30,30,2,nightly,110,Privékamer in woning,Privékamer,private_room,Privékamer,0,8860750
1,1,1,Voorburg,EUR,25534182,false,true,false,false,false,false,52.07673616901333,4.343839634964567,good location comfy room,1,4,30,30,1,nightly,25,Privékamer in appartement,Privékamer,private_room,Privékamer,0,47819927
1.5,1,1,Rotterdam,EUR,28067057,false,true,false,false,false,false,51.892104465526835,4.467812627003604,Artistic appartment with a balcony,2,11,30,30,1,nightly,3,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,60233737
1,1,1,Rotterdam,EUR,3750372,false,true,true,false,false,false,51.947149065927555,4.564624223133007,Alexander nice room 2,1,18,23,23,2,nightly,8,Privékamer in woning,Privékamer,private_room,Privékamer,0,13136873
1,1,1,Rijswijk,EUR,19147144,false,true,true,false,false,false,52.05253438423956,4.327778805111855,Sweet room near beach and city center with balcony,1,10,30,30,1,nightly,39,Privékamer in appartement,Privékamer,private_room,Privékamer,0,22189888
1,1,1,Delft,EUR,18503358,false,true,true,false,false,false,52.01160609744008,4.372253342726515,DELFT; Nice room near the TU and the citycentre,1,8,29,29,2,nightly,38,Privékamer in woning,Privékamer,private_room,Privékamer,0,21862101
1,1,1,Voorburg,EUR,28565240,false,true,false,true,false,false,52.088482376943986,4.371768632873002,Private single bedroom in a lovely appartment,1,10,25,25,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,76326893
1,1,1,Den Haag,EUR,13476356,false,true,false,false,false,false,52.07621387244075,4.262008951710352,Spacious room near the sea and city,2,10,24,24,36,nightly,22,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,72150878
1,1,1,Stellendam,EUR,20202888,false,true,false,false,false,false,51.81221664422454,4.029961027382216,Caravan naast Openbaar zwembad,2,9,25,25,32,nightly,39,Camper,Gehele woning/appartement,entire_home,Camper,0,30948787
1,1,2,Gouda,EUR,14040338,false,true,false,false,false,false,52.018593877253124,4.712040201131551,"Kamer Centrum van Gouda, 1 of 2 gasten",2,12,25,25,2,nightly,93,Privékamer in woning,Privékamer,private_room,Privékamer,0,84125840
1,1,2,Leiden,EUR,18068039,false,true,true,false,false,false,52.161821577140934,4.48663205586317,Hostel in a perfect Location! (1),2,32,30,30,1,nightly,45,Gedeelde kamer in appartement,Gedeelde Kamer,shared_room,Gedeelde Kamer,0,106037902
1,1,1,The Hague,EUR,1493624,false,true,true,false,false,false,52.08318461976319,4.299382166417511,small guestroom,1,7,30,30,2,nightly,77,Privékamer in woning,Privékamer,private_room,Privékamer,0,192354
1,1,1,Leiden,EUR,18038913,false,true,true,false,false,false,52.145177894645784,4.451777787698896,Brilliant bright room plus Bike.,2,19,30,30,1,nightly,47,Privékamer in appartement,Privékamer,private_room,Privékamer,0,101980165
0.5,1,1,Den Haag,EUR,9235247,false,true,false,false,false,false,52.11038728373381,4.285642626103803,Small room - Scheveningen House,2,7,27,27,2,nightly,43,Privékamer in woning,Privékamer,private_room,Privékamer,0,48003414
1,0,2,Rotterdam,EUR,27133900,false,true,false,false,false,false,51.91758201886342,4.420412479071741,Nice Room 2,2,4,30,30,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,25433097
1,1,1,Sleeuwijk,EUR,21236052,false,true,true,false,false,true,51.818998724178776,4.9444657850687195,Comfortabele ruime zolderkamer,2,6,25,25,36,nightly,28,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,32738676
1,1,1,Katwijk aan Zee,EUR,17299860,false,true,false,false,false,false,52.2002311561513,4.39510253657979,single room close to the beach,1,11,25,25,1,nightly,73,Privékamer in appartement,Privékamer,private_room,Privékamer,0,31770552
1,1,1,Capelle aan den IJssel,EUR,26496948,false,true,true,false,false,false,51.9241964303548,4.593596994408028,Feel like home,2,1,25,25,2,nightly,10,Privékamer in woning,Privékamer,private_room,Privékamer,0,199276845
1,1,1,Den Haag,EUR,27565541,false,true,true,false,false,false,52.05750356936249,4.319367749697193,Lovely room for one guest,1,11,30,30,3,nightly,6,Privékamer in bed & breakfast,Privékamer,private_room,Privékamer,0,28967205
1,1,1,Delft,EUR,13514327,false,true,true,false,false,true,51.99988252250777,4.350568129015042,TU Delft/Unesco❤serenity❤️walk score95,1,27,28,28,1,nightly,38,Privékamer in appartement,Privékamer,private_room,Privékamer,0,10239880
3,2,2,Leidschendam,EUR,17586770,false,true,false,false,false,false,52.09203888134073,4.376795581946194,Leidschendam zolderkamer met uitzicht op het park.,3,22,23,23,11,nightly,21,Privékamer in villa,Privékamer,private_room,Privékamer,0,50347806
1,1,1,Den Haag,EUR,14833112,false,true,false,false,false,false,52.07737,4.30988,RIVIER BUURT BIJ CENTRUM EN STATIONS vechtstraat,1,8,25,25,37,nightly,12,Privékamer in condo,Privékamer,private_room,Privékamer,0,92612540
0.5,1,1,Gouda,EUR,16186405,false,true,false,false,false,false,52.00959796183348,4.69839618121599,Private room in Gouda(free bicycle),1,16,29,29,36,nightly,56,Privékamer in stadswoning,Privékamer,private_room,Privékamer,0,105691789
1,1,2,Den Haag,EUR,28960126,false,true,false,true,false,false,52.052328650488896,4.3856661546648015,Den Haag verblijf met uitzicht,2,5,30,30,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,218289611
1.5,1,1,Den Haag,EUR,14591168,false,true,true,false,false,true,52.095712707827545,4.282055725202928,"Classy room, OPCW, World Forum, Europol, ICTY",2,23,30,30,2,nightly,86,Privékamer in woning,Privékamer,private_room,Privékamer,0,89688606
1,3,4,Vlist,EUR,19301070,false,true,true,false,false,true,51.97335179184845,4.824285722308126,"""LANGS DE VLIST"" bed en Breakfast",6,7,25,25,3,nightly,20,Privékamer in bed & breakfast,Privékamer,private_room,Privékamer,0,134903277
1,1,1,Brielle,EUR,3096303,false,true,false,false,false,false,51.89964381889482,4.164541728858774,Historisch Brielle 1,2,7,30,30,3,nightly,33,Privékamer in bed & breakfast,Privékamer,private_room,Privékamer,0,15748036
1,1,1,Voorburg,EUR,28582644,false,true,false,true,false,false,52.071701509159894,4.364237223536887,Private room near The Hague,2,16,30,30,2,nightly,0,Privékamer in woning,Privékamer,private_room,Privékamer,0,16147855
1,1,1,Delft,EUR,15224806,false,true,false,true,false,false,52.00278576640019,4.347321413949887,"Nice Studio in green area, 15 min walk from center",1,5,30,30,1,nightly,0,Privékamer in appartement,Privékamer,private_room,Privékamer,0,31890341
1,1,1,Voorschoten,EUR,26678322,false,true,false,false,false,false,52.13968828180658,4.442277006493997,Slapen onder de sterren in het paradijs,2,9,30,30,24,nightly,19,Hut,Gehele woning/appartement,entire_home,Hut,0,10371882
1,0,1,Den Haag,EUR,27198575,false,true,false,false,false,false,52.08553786151761,4.332859166427685,Centrally located studio in The Hague,1,8,30,30,1,nightly,0,Geheel appartement,Gehele woning/appartement,entire_home,Geheel appartement,0,135533588
1,2,4,Rijnsaterwoude,EUR,24280564,false,true,false,false,false,false,52.19620691874669,4.6723436302516195,Near Keukenhof and Flowerfields,4,1,22,22,33,nightly,20,Privékamer,Privékamer,private_room,Privékamer,0,90690811
1,1,1,Brielle,EUR,4316692,false,true,false,false,false,false,51.89986321602302,4.164512165325152,Historisch Brielle 3,2,7,28,28,3,nightly,29,Privékamer in bed & breakfast,Privékamer,private_room,Privékamer,0,15748036
0.5,1,1,Geervliet,EUR,28074493,false,true,false,false,false,false,51.85888382766717,4.254499790950326,De Gevaarlijke Poes,2,19,29,29,57,nightly,5,Voormalige boerderij,Gehele woning/appartement,entire_home,Voormalige boerderij,0,59158185
1,1,2,Leiden,EUR,18177291,false,true,true,false,false,false,52.163216101682515,4.486965948553317,Hostel in a perfect Location! (2),2,32,30,30,1,nightly,25,Gedeelde kamer in appartement,Gedeelde Kamer,shared_room,Gedeelde Kamer,0,106037902
1,1,1,Den Haag,EUR,3874587,false,true,true,false,false,true,52.078812,4.30419,"100 m from Parkhotel (incl.TuristTax 3,45/night)",2,30,30,30,1,nightly,91,Privékamer in appartement,Privékamer,private_room,Privékamer,0,10076415
1,1,3,Gouda,EUR,25671847,false,true,true,false,false,true,52.01412896854793,4.713505792827928,Eenvoudige slaapkamer in hartje Gouda 1,3,15,30,30,2,nightly,19,Privékamer in woning,Privékamer,private_room,Privékamer,0,139657036
1,1,3,Leiden,EUR,27856907,false,true,true,false,false,false,52.14996882791123,4.504042526485734,Slaapkamer in historisch Leiden.,1,1,28,28,2,nightly,6,Privékamer in woning,Privékamer,private_room,Privékamer,0,210401761
1,1,1,Rijswijk,EUR,27891827,false,true,false,true,false,false,52.04159929992525,4.323500321427949,Cosy room 5 min to Rijswijk station,2,8,22,22,1,nightly,2,Privékamer in appartement,Privékamer,private_room,Privékamer,0,51477169
1,1,3,Den Haag,EUR,27546270,false,true,true,false,false,false,52.07165466865452,4.284981542904225,hostel shared room for cozie people make friend's,1,9,22,22,1,nightly,6,Gedeelde kamer in appartement,Gedeelde Kamer,shared_room,Gedeelde Kamer,0,207707721
